dataset,setting,learner,method,T,K,repeat,c,delta,target_mean,r_eg,boundary_ratio,B,expected_exploration_per_arm,expected_non_target_exploratory_pulls,cost,C,nK,target_cost,non_target_cost,target_budget_fraction,non_target_budget_fraction,normalized_cost,cost_over_sqrt_TKlogT,H,T0,xi,non_target_online_pulls,greedy_non_target_pulls,exploratory_non_target_pulls,success,individual_exploration_bound,all_greedy_target,online_ratio,allocation_json,online_counts_json,exploratory_counts_json,means_json,seed,trajectory_seconds,status
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,6,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,39,0,39,1,1,1,0.9999960597372127,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[3, 2, 4, 3, 6, 8, 5, 4, 4, 9897778]","[3, 2, 4, 3, 6, 8, 5, 4, 4, 1]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",3213855975,0.13532562500040513,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,7,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,41,0,41,1,1,1,0.9999958576724545,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[5, 5, 2, 5, 2, 2, 6, 8, 6, 9897776]","[5, 5, 2, 5, 2, 2, 6, 8, 6, 6]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",3921354104,0.13076845799514558,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,8,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,48,0,48,1,1,1,0.9999951504458003,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[6, 6, 4, 4, 6, 4, 8, 5, 5, 9897769]","[6, 6, 4, 4, 6, 4, 8, 5, 5, 6]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",3637616508,0.12564333400223404,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,9,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,46,0,46,1,1,1,0.9999953525105586,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[8, 7, 6, 7, 6, 3, 1, 3, 5, 9897771]","[8, 7, 6, 7, 6, 3, 1, 3, 5, 3]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",3232331258,0.1257394169952022,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,10,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,34,0,34,1,1,1,0.9999965648991086,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[1, 4, 2, 2, 6, 6, 7, 2, 4, 9897783]","[1, 4, 2, 2, 6, 6, 7, 2, 4, 6]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",1156464457,0.12189558299724013,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,11,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,46,0,46,1,1,1,0.9999953525105586,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[5, 6, 7, 6, 4, 7, 1, 6, 4, 9897771]","[5, 6, 7, 6, 4, 7, 1, 6, 4, 7]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",3130873826,0.12567862500145566,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,12,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,40,0,40,1,1,1,0.9999959587048336,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[7, 3, 4, 7, 3, 2, 5, 6, 3, 9897777]","[7, 3, 4, 7, 3, 2, 5, 6, 3, 4]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",2510839225,0.12739741698896978,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,13,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,36,0,36,1,1,1,0.9999963628343502,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[1, 6, 4, 5, 6, 5, 1, 3, 5, 9897781]","[1, 6, 4, 5, 6, 5, 1, 3, 5, 5]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",1915186664,0.13349383299646433,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,14,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,41,0,41,1,1,1,0.9999958576724545,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[1, 4, 4, 7, 8, 5, 5, 2, 5, 9897776]","[1, 4, 4, 7, 8, 5, 5, 2, 5, 5]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",2688440933,0.12124649999896064,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,15,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,44,0,44,1,1,1,0.999995554575317,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[7, 2, 8, 4, 4, 4, 9, 2, 4, 9897773]","[7, 2, 8, 4, 4, 4, 9, 2, 4, 3]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",233179256,0.12515733399777673,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,16,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,35,0,35,1,1,1,0.9999964638667294,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[0, 5, 5, 4, 6, 3, 2, 4, 6, 9897782]","[0, 5, 5, 4, 6, 3, 2, 4, 6, 7]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",1167695150,0.1309458340110723,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,17,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,29,0,29,1,1,1,0.9999970700610044,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[1, 3, 6, 3, 5, 0, 3, 3, 5, 9897788]","[1, 3, 6, 3, 5, 0, 3, 3, 5, 5]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",1448292248,0.12478287500562146,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,18,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,65,0,65,1,1,1,0.9999934328953546,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[6, 12, 5, 7, 5, 5, 9, 7, 9, 9897752]","[6, 12, 5, 7, 5, 5, 9, 7, 9, 4]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",2955925860,0.126065042000846,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,19,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,50,0,50,1,1,1,0.999994948381042,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[7, 3, 6, 4, 2, 7, 5, 10, 6, 9897767]","[7, 3, 6, 4, 2, 7, 5, 10, 6, 2]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",3760044846,0.12044099999184255,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,20,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,47,0,47,1,1,1,0.9999952514781795,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[3, 2, 5, 8, 8, 6, 4, 4, 7, 9897770]","[3, 2, 5, 8, 8, 6, 4, 4, 7, 4]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",1344489369,0.1345331670017913,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,21,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,40,0,40,1,1,1,0.9999959587048336,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[5, 6, 1, 6, 6, 4, 5, 6, 1, 9897777]","[5, 6, 1, 6, 6, 4, 5, 6, 1, 1]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",2957845578,0.128453792000073,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,22,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,44,0,44,1,1,1,0.999995554575317,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[2, 7, 4, 6, 5, 4, 5, 5, 6, 9897773]","[2, 7, 4, 6, 5, 4, 5, 5, 6, 9]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",1825613218,0.13989104199572466,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,23,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,40,0,40,1,1,1,0.9999959587048336,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[4, 4, 4, 6, 6, 2, 8, 3, 3, 9897777]","[4, 4, 4, 6, 6, 2, 8, 3, 3, 5]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",4255955202,0.12629462500626687,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,24,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,36,0,36,1,1,1,0.9999963628343502,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[5, 3, 5, 3, 3, 7, 3, 5, 2, 9897781]","[5, 3, 5, 3, 3, 7, 3, 5, 2, 1]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",405702539,0.12119954099762253,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,25,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,38,0,38,1,1,1,0.999996160769592,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[3, 7, 3, 2, 5, 3, 5, 6, 4, 9897779]","[3, 7, 3, 2, 5, 3, 5, 6, 4, 5]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",1677609615,0.11484920799557585,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,26,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,46,0,46,1,1,1,0.9999953525105586,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[7, 4, 8, 2, 5, 6, 7, 5, 2, 9897771]","[7, 4, 8, 2, 5, 6, 7, 5, 2, 5]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",2525911978,0.1166297079907963,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,27,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,42,0,42,1,1,1,0.9999957566400752,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[2, 3, 5, 4, 7, 6, 9, 1, 5, 9897775]","[2, 3, 5, 4, 7, 6, 9, 1, 5, 4]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",2468038804,0.11415024999587331,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,28,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,50,0,50,1,1,1,0.999994948381042,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[6, 7, 5, 2, 4, 8, 6, 8, 4, 9897767]","[6, 7, 5, 2, 4, 8, 6, 8, 4, 11]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",4175942020,0.11404099999344908,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,29,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,42,0,42,1,1,1,0.9999957566400752,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[7, 3, 6, 2, 4, 3, 5, 8, 4, 9897775]","[7, 3, 6, 2, 4, 3, 5, 8, 4, 1]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",1294289440,0.11265441699652001,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,30,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,39,0,39,1,1,1,0.9999960597372127,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[3, 2, 7, 5, 6, 4, 5, 2, 5, 9897778]","[3, 2, 7, 5, 6, 4, 5, 2, 5, 3]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",1532072895,0.1128350409999257,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,31,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,45,0,45,1,1,1,0.9999954535429378,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[5, 3, 8, 2, 4, 7, 7, 5, 4, 9897772]","[5, 3, 8, 2, 4, 7, 7, 5, 4, 7]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",1500983142,0.11344108301273081,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,32,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,34,0,34,1,1,1,0.9999965648991086,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[3, 5, 1, 4, 5, 5, 3, 3, 5, 9897783]","[3, 5, 1, 4, 5, 5, 3, 3, 5, 4]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",1414914669,0.11060945900680963,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,33,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,37,0,37,1,1,1,0.9999962618019711,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[3, 7, 3, 5, 6, 1, 5, 6, 1, 9897780]","[3, 7, 3, 5, 6, 1, 5, 6, 1, 5]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",792133723,0.11198787500325125,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,34,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,39,0,39,1,1,1,0.9999960597372127,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[4, 1, 7, 3, 4, 5, 7, 4, 4, 9897778]","[4, 1, 7, 3, 4, 5, 7, 4, 4, 5]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",1365778668,0.11168475000886247,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,35,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,47,0,47,1,1,1,0.9999952514781795,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[5, 7, 2, 8, 5, 6, 6, 5, 3, 9897770]","[5, 7, 2, 8, 5, 6, 6, 5, 3, 6]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",2852754199,0.1113000839977758,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,36,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,34,0,34,1,1,1,0.9999965648991086,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[2, 4, 5, 7, 3, 3, 2, 4, 4, 9897783]","[2, 4, 5, 7, 3, 3, 2, 4, 4, 3]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",765383124,0.11017054200056009,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,37,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,52,0,52,1,1,1,0.9999947463162837,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[3, 3, 6, 7, 6, 7, 10, 6, 4, 9897765]","[3, 3, 6, 7, 6, 7, 10, 6, 4, 4]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",3735618861,0.11162704200251028,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,38,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,45,0,45,1,1,1,0.9999954535429378,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[7, 6, 4, 6, 4, 6, 6, 4, 2, 9897772]","[7, 6, 4, 6, 4, 6, 6, 4, 2, 2]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",3571632754,0.11248825000075158,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,39,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,40,0,40,1,1,1,0.9999959587048336,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[0, 8, 7, 5, 2, 2, 5, 6, 5, 9897777]","[0, 8, 7, 5, 2, 2, 5, 6, 5, 4]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",179219066,0.11171012501290534,simulated
Controlled Bernoulli,epsilon-greedy-boundary-v1,epsilon-greedy,Ours,10000000,10,40,1.0,0.05,0.00031696150838229887,0.005108815909777921,0.06204206884332169,29,14.766343111891597,41.252131848398776,102183,102183,51090,51090,51093,0.49998532045447874,0.5000146795455213,1.0000653948445157,2.5451992387371587,9897817,102183,261,41,0,41,1,1,1,0.9999958576724545,"[5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 5677, 51090]","[6, 2, 8, 6, 5, 4, 2, 3, 5, 9897776]","[6, 2, 8, 6, 5, 4, 2, 3, 5, 5]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.00031696150838229887]",1958611999,0.11362133399234153,simulated
