dataset,setting,learner,method,T,K,repeat,c,delta,target_mean,r_eg,boundary_ratio,B,cost,C,T0,H,nK,total_target_ratio,online_ratio,non_target_online_pulls,greedy_non_target_pulls,exploratory_non_target_pulls,initialization_non_target_pulls,modified_reward_count,target_reward_sum,cost_definition,allocation_json,online_counts_json,exploratory_counts_json,initialization_counts_json,reward_sums_json,observed_reward_sums_json,means_json,seed,trajectory_seconds,status
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,0,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816571428571429,0.9999510671077547,33,0,33,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[5, 2, 2, 2, 3, 3, 4, 5, 7, 674360]","[5, 2, 2, 2, 3, 3, 4, 5, 7, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2817652853,0.023127874999772757,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,0,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699990,699990,0,700000,0,1.4285714285714285e-05,1.4285714285714285e-05,699990,699870,111,9,140340,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699879, 7, 10, 17, 17, 17, 7, 19, 17, 10]","[8, 6, 9, 16, 16, 16, 6, 18, 16, 9]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140269.0, 2.0, 5.0, 9.0, 9.0, 12.0, 7.0, 15.0, 12.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2627657112,0.01591158300288953,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,1,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.98166,0.9999540327375878,31,0,31,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[1, 4, 3, 2, 5, 2, 6, 4, 4, 674362]","[1, 4, 3, 2, 5, 2, 6, 4, 4, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",3974226827,0.007624332996783778,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,1,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699989,699989,0,700000,0,1.5714285714285715e-05,1.5714285714285715e-05,699989,699883,97,9,140571,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699892, 11, 12, 17, 13, 14, 15, 5, 10, 11]","[8, 10, 11, 16, 12, 13, 14, 4, 9, 10]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140520.0, 2.0, 4.0, 5.0, 10.0, 9.0, 9.0, 3.0, 9.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",1143823564,0.013716333996853791,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,2,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816557142857143,0.9999495842928382,34,0,34,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[3, 1, 8, 6, 4, 4, 3, 2, 3, 674359]","[3, 1, 8, 6, 4, 4, 3, 2, 3, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2165643170,0.00761808299284894,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,2,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699985,699985,0,700000,0,2.1428571428571428e-05,2.1428571428571428e-05,699985,699865,111,9,140098,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699877, 15, 15, 15, 17, 9, 14, 14, 9, 15]","[11, 14, 14, 14, 16, 8, 13, 13, 8, 14]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140043.0, 6.0, 5.0, 6.0, 10.0, 3.0, 8.0, 9.0, 8.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",393099843,0.013528458002838306,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,3,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816742857142857,0.999968860886753,21,0,21,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[3, 0, 3, 0, 3, 2, 5, 2, 3, 674372]","[3, 0, 3, 0, 3, 2, 5, 2, 3, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",3184221923,0.007583416998386383,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,3,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699988,699988,0,700000,0,1.7142857142857142e-05,1.7142857142857142e-05,699988,699877,102,9,140083,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699889, 10, 12, 12, 14, 13, 8, 14, 16, 12]","[11, 9, 11, 11, 13, 12, 7, 13, 15, 11]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140036.0, 0.0, 4.0, 4.0, 8.0, 10.0, 2.0, 8.0, 11.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",4139881222,0.013736958004301414,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,4,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816742857142857,0.999968860886753,21,0,21,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[2, 3, 2, 1, 3, 2, 3, 1, 4, 674372]","[2, 3, 2, 1, 3, 2, 3, 1, 4, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",1144132548,0.007557958000688814,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,4,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699987,699987,0,700000,0,1.8571428571428572e-05,1.8571428571428572e-05,699987,699877,101,9,140221,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699890, 6, 11, 16, 15, 15, 11, 15, 8, 13]","[12, 5, 10, 15, 14, 14, 10, 14, 7, 12]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140168.0, 3.0, 3.0, 6.0, 9.0, 8.0, 7.0, 12.0, 5.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",1814938916,0.013593499999842606,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,5,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816628571428572,0.9999569983674208,29,0,29,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[3, 0, 3, 0, 6, 4, 4, 5, 4, 674364]","[3, 0, 3, 0, 6, 4, 4, 5, 4, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",169994023,0.0075211660005152225,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,5,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699989,699989,0,700000,0,1.5714285714285715e-05,1.5714285714285715e-05,699989,699857,123,9,140491,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699877, 12, 13, 19, 17, 13, 13, 11, 14, 11]","[19, 11, 12, 18, 16, 12, 12, 10, 13, 10]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140431.0, 2.0, 4.0, 10.0, 10.0, 5.0, 9.0, 7.0, 13.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",524149225,0.014268041006289423,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,6,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816642857142858,0.9999584811823373,28,0,28,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[1, 1, 4, 6, 6, 4, 2, 2, 2, 674365]","[1, 1, 4, 6, 6, 4, 2, 2, 2, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",3267926475,0.007799291008268483,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,6,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699985,699985,0,700000,0,2.1428571428571428e-05,2.1428571428571428e-05,699985,699866,110,9,139559,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699880, 11, 14, 17, 7, 14, 17, 11, 14, 15]","[13, 10, 13, 16, 6, 13, 16, 10, 13, 14]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[139505.0, 5.0, 2.0, 6.0, 4.0, 8.0, 10.0, 7.0, 12.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2516731399,0.015168791986070573,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,7,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816642857142858,0.9999584811823373,28,0,28,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[5, 1, 2, 1, 2, 2, 4, 8, 3, 674365]","[5, 1, 2, 1, 2, 2, 4, 8, 3, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",705625757,0.007675375003600493,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,7,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699988,699988,0,700000,0,1.7142857142857142e-05,1.7142857142857142e-05,699988,699875,104,9,139974,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699891, 13, 9, 13, 17, 9, 12, 11, 13, 12]","[15, 12, 8, 12, 16, 8, 11, 10, 12, 11]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[139922.0, 5.0, 5.0, 4.0, 7.0, 5.0, 9.0, 7.0, 10.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",1360020958,0.013825457994244061,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,8,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816585714285714,0.9999525499226712,32,0,32,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[5, 3, 2, 3, 6, 6, 3, 3, 1, 674361]","[5, 3, 2, 3, 6, 6, 3, 3, 1, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2267302540,0.007755208003800362,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,8,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699988,699988,0,700000,0,1.7142857142857142e-05,1.7142857142857142e-05,699988,699871,108,9,139906,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699889, 13, 12, 11, 11, 13, 10, 12, 17, 12]","[17, 12, 11, 10, 10, 12, 9, 11, 16, 11]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[139855.0, 1.0, 5.0, 9.0, 4.0, 4.0, 7.0, 10.0, 11.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",947797386,0.013949290994787589,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,9,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816628571428572,0.9999569983674208,29,0,29,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[3, 4, 3, 2, 5, 4, 3, 1, 4, 674364]","[3, 4, 3, 2, 5, 4, 3, 1, 4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",4095769844,0.007779167004628107,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,9,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699988,699988,0,700000,0,1.7142857142857142e-05,1.7142857142857142e-05,699988,699873,106,9,139602,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699884, 16, 15, 10, 13, 13, 15, 13, 9, 12]","[10, 15, 14, 9, 12, 12, 14, 12, 8, 11]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[139554.0, 2.0, 6.0, 2.0, 6.0, 5.0, 10.0, 10.0, 7.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",1134383982,0.013815375001286156,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,10,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816628571428572,0.9999569983674208,29,0,29,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[2, 3, 3, 3, 3, 3, 2, 4, 6, 674364]","[2, 3, 3, 3, 3, 3, 2, 4, 6, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",826482011,0.00758854100422468,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,10,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699990,699990,0,700000,0,1.4285714285714285e-05,1.4285714285714285e-05,699990,699888,93,9,140176,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699897, 13, 8, 11, 8, 15, 11, 7, 20, 10]","[8, 12, 7, 10, 7, 14, 10, 6, 19, 9]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140116.0, 6.0, 7.0, 2.0, 4.0, 12.0, 8.0, 4.0, 17.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",412463279,0.013752333004958928,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,11,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816528571428571,0.999946618663005,36,0,36,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[6, 1, 4, 4, 3, 2, 9, 6, 1, 674357]","[6, 1, 4, 4, 3, 2, 9, 6, 1, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",3538173929,0.008082166998065077,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,11,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699988,699988,0,700000,0,1.7142857142857142e-05,1.7142857142857142e-05,699988,699870,109,9,140195,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699884, 15, 8, 17, 13, 14, 12, 13, 12, 12]","[13, 14, 7, 16, 12, 13, 11, 12, 11, 11]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140139.0, 5.0, 1.0, 8.0, 4.0, 8.0, 10.0, 10.0, 10.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",1537000533,0.013844499990227632,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,12,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816685714285714,0.9999629296270869,25,0,25,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[4, 3, 6, 5, 2, 0, 2, 2, 1, 674368]","[4, 3, 6, 5, 2, 0, 2, 2, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2875540940,0.007587458996567875,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,12,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699991,699991,0,700000,0,1.2857142857142857e-05,1.2857142857142857e-05,699991,699888,94,9,140425,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699896, 8, 15, 15, 15, 10, 6, 15, 11, 9]","[7, 7, 14, 14, 14, 9, 5, 14, 10, 8]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140373.0, 1.0, 6.0, 4.0, 10.0, 8.0, 2.0, 11.0, 10.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",1401529482,0.014114917008555494,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,13,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816714285714285,0.9999658952569199,23,0,23,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[3, 4, 3, 1, 3, 2, 0, 3, 4, 674370]","[3, 4, 3, 1, 3, 2, 0, 3, 4, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",4158124050,0.007551749993581325,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,13,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699992,699992,0,700000,0,1.1428571428571429e-05,1.1428571428571429e-05,699992,699897,86,9,139666,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699907, 10, 15, 7, 10, 16, 12, 6, 9, 8]","[9, 9, 14, 6, 9, 15, 11, 5, 8, 7]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[139622.0, 4.0, 6.0, 2.0, 6.0, 7.0, 7.0, 6.0, 6.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",522846360,0.013984541990794241,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,14,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816585714285714,0.9999525499226712,32,0,32,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[4, 6, 0, 3, 6, 6, 1, 4, 2, 674361]","[4, 6, 0, 3, 6, 6, 1, 4, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2592717530,0.007608707994222641,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,14,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699992,699992,0,700000,0,1.1428571428571429e-05,1.1428571428571429e-05,699992,699897,86,9,140564,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699906, 11, 10, 15, 5, 13, 11, 10, 11, 8]","[8, 10, 9, 14, 4, 12, 10, 9, 10, 7]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140518.0, 2.0, 4.0, 5.0, 3.0, 6.0, 9.0, 9.0, 8.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",3844022034,0.013503708003554493,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,15,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816628571428572,0.9999569983674208,29,0,29,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[1, 3, 2, 4, 1, 7, 3, 3, 5, 674364]","[1, 3, 2, 4, 1, 7, 3, 3, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",4259365230,0.007818999991286546,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,15,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699986,699986,0,700000,0,2e-05,2e-05,699986,699862,115,9,140633,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699874, 19, 17, 9, 15, 16, 11, 15, 10, 14]","[11, 18, 16, 8, 14, 15, 10, 14, 9, 13]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140577.0, 4.0, 6.0, 3.0, 9.0, 5.0, 10.0, 13.0, 6.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",4145205214,0.013983999990159646,simulated
